HUC,X_METER_IN,Y_METER_IN,X_METER_OUT,Y_METER_OUT
5030101,1637139.052,-300783.6936,1637139.052,-300783.6936
5030102,1625175.776,-212351.951,1625175.776,-212351.951
5030103,1592442.695,-245638.8239,1592442.695,-245638.8239
5030104,1643409.855,-266998.6606,1643409.855,-266998.6606
5030105,1667282.618,-248481.8199,1667282.618,-248481.8199
5030106,1635027.653,-364446.3432,1635027.653,-364446.3432
5030201,1620881.669,-420782.9768,1620881.669,-420782.9768
5030202,1562965.066,-491056.5204,1562965.066,-491056.5204
5030203,1633756.259,-482887.7868,1633756.259,-482887.7868
5030204,1515302.697,-443423.4032,1515302.697,-443423.4032
5040001,1561182.455,-312308.4909,1561182.455,-312308.4909
5040002,1478887.272,-312639.8305,1478887.272,-312639.8305
5040003,1518795.626,-325318.0704,1500540.473,-332671.8841
5040004,1538693.76,-406893.5706,1538693.76,-406893.5706
5040005,1566743.345,-378163.7269,1566743.345,-378163.7269
5040006,1486555.451,-385684.1957,1486555.451,-385684.1957
5050001,1689672.782,-725206.0701,1689672.782,-725206.0701
5050002,1679553.105,-660028.6821,1679553.105,-660028.6821
5050003,1723893.616,-569676.6375,1723893.616,-569676.6375
5050004,1660154.455,-605002.2788,1660154.455,-605002.2788
5050005,1682039.011,-559316.2872,1682039.011,-559316.2872
5050006,1623496.256,-582649.7136,1623496.256,-582649.7136
5050007,1660865.103,-529506.2718,1660865.103,-529506.2718
5050008,1580115.987,-539919.7677,1580115.987,-539919.7677
5050009,1602791.153,-600670.0606,1602791.153,-600670.0606
5060001,1426270.473,-382694.59,1426270.473,-382694.59
5060002,1452900.301,-524699.5664,1458398.242,-485169.6808
5060003,1420108.219,-476280.067,1420108.219,-476280.067
5070101,1611139.798,-638601.8801,1611139.798,-638601.8801
5070102,1560048.169,-587938.5744,1560048.169,-587938.5744
5070201,1578980.455,-655647.8271,1578980.455,-655647.8271
5070202,1564303.474,-699514.1374,1564303.474,-699514.1374
5070203,1519079.129,-660618.8153,1519079.129,-660618.8153
5070204,1506871.038,-608761.3898,1506871.038,-608761.3898
5080001,1344661.751,-407851.5691,1344661.751,-407851.5691
5080002,1322968.445,-476191.1162,1322968.445,-476191.1162
5080003,1279807.604,-479157.7103,1279807.604,-479157.7103
5090101,1521104.21,-518000.2418,1521104.21,-518000.2418
5090102,1539386.737,-600623.2138,1539386.737,-600623.2138
5090103,1485067.685,-553962.6203,1485067.685,-553962.6203
5090104,1485523.742,-596264.6829,1485523.742,-596264.6829
5090201,1411630.213,-550419.0268,1411630.213,-550419.0268
5090202,1373319.962,-488938.722,1373319.962,-488938.722
5090203,1302820.859,-544864.2873,1302820.859,-544864.2873
5100101,1418378.889,-609763.5517,1418378.889,-609763.5517
5100102,1373819.766,-616009.5943,1373819.766,-616009.5943
5100201,1487626.954,-699791.5589,1487626.954,-699791.5589
5100202,1469957.458,-722452.5994,1469957.458,-722452.5994
5100203,1444775.108,-726260.578,1444775.108,-726260.578
5100204,1420687.78,-674593.9688,1420687.78,-674593.9688
5100205,1342667.89,-646357.2207,1342667.89,-646357.2207
5110001,1269767.998,-748581.7834,1269767.998,-748581.7834
5110002,1231136.391,-808238.5558,1231136.391,-808238.5558
5110003,1161739.136,-780972.0951,1161739.136,-780972.0951
5110004,1188356.439,-731226.5934,1188356.439,-731226.5934
5110005,1123537.663,-730234.6291,1123537.663,-730234.6291
5110006,1123819.19,-780028.4518,1123819.19,-780028.4518
5120101,1232800.188,-367202.089,1232800.188,-367202.089
5120102,1239450.39,-382037.785,1239450.39,-382037.785
5120103,1237933.653,-400711.8841,1237933.653,-400711.8841
5120104,1192723.933,-339142.7734,1192723.933,-339142.7734
5120105,1144023.107,-391694.9898,1144023.107,-391694.9898
5120106,1136853.134,-349014.4275,1136853.134,-349014.4275
5120107,1156792.205,-416499.2338,1156792.205,-416499.2338
5120108,1087200.624,-457705.081,1087200.624,-457705.081
5120109,1029443.031,-450852.6995,1029443.031,-450852.6995
5120110,1126256.137,-457273.4195,1126256.137,-457273.4195
5120111,1073583.206,-550505.6386,1073583.206,-550505.6386
5120112,1029858.494,-556762.7044,1029858.494,-556762.7044
5120113,1061645.824,-668040.7357,1061645.824,-668040.7357
5120114,1009823.614,-624252.5079,1009823.614,-624252.5079
5120115,996032.1219,-667338.9775,996032.1219,-667338.9775
5120201,1195043.498,-462554.3095,1195043.498,-462554.3095
5120202,1124636.134,-585793.8349,1124636.134,-585793.8349
5120203,1126175.199,-518861.5941,1126175.199,-518861.5941
5120204,1216155.734,-488560.5828,1216155.734,-488560.5828
5120205,1236666.011,-498834.2981,1236666.011,-498834.2981
5120206,1228220.309,-543332.1226,1228220.309,-543332.1226
5120207,1240486.76,-574389.0751,1240486.76,-574389.0751
5120208,1166936.437,-593247.4709,1166936.437,-593247.4709
5120209,1134663.786,-648418.8665,1134663.786,-648418.8665
5130101,1437402.542,-775401.448,1437402.542,-775401.448
5130102,1399813.693,-726368.8941,1399813.693,-726368.8941
5130103,1337757.427,-774325.1578,1337757.427,-774325.1578
5130104,1376759.734,-821860.393,1376759.734,-821860.393
5130105,1328842.424,-832307.3487,1328842.424,-832307.3487
5130106,1291145.495,-850708.8485,1291145.495,-850708.8485
5130107,1288471.425,-936458.747,1288471.425,-936458.747
5130108,1301526.902,-897300.0317,1301526.902,-897300.0317
5130201,1232393.644,-863411.9738,1232393.644,-863411.9738
5130202,1182137.733,-883131.4497,1182137.733,-883131.4497
5130203,1230951.797,-910827.1927,1230951.797,-910827.1927
5130204,1173125.27,-911979.9618,1173125.27,-911979.9618
5130205,1095661.494,-840587.8049,1095661.494,-840587.8049
5130206,1156623.919,-839956.7787,1156623.919,-839956.7787
5140101,1258362.416,-613382.4365,1258362.416,-613382.4365
5140102,1279811.534,-659904.4803,1279811.534,-659904.4803
5140103,1292746.955,-699518.5077,1292746.955,-699518.5077
5140104,1205312.917,-659904.1104,1205312.917,-659904.1104
5140201,1146395.304,-688904.1491,1146395.304,-688904.1491
5140202,1085752.975,-705331.7204,1085752.975,-705331.7204
5140203,1028808.205,-766949.7985,1028808.205,-766949.7985
5140204,1010799.432,-732298.7248,1010799.432,-732298.7248
5140205,1083397.131,-775747.7935,1083397.131,-775747.7935
5140206,987471.1462,-797734.6429,987471.1462,-797734.6429
6010101,1601096.072,-737792.9526,1601096.072,-737792.9526
6010102,1606012.281,-758093.2474,1606012.281,-758093.2474
6010103,1608454.281,-794185.7733,1608454.281,-794185.7733
6010104,1499172.421,-818656.7197,1499172.421,-818656.7197
6010105,1566545.894,-883794.5025,1566545.894,-883794.5025
6010106,1533830.86,-888388.5451,1533830.86,-888388.5451
6010107,1488759.676,-868480.5295,1488759.676,-868480.5295
6010108,1564472.888,-827515.9269,1564472.888,-827515.9269
6010201,1419338.844,-893696.4992,1419338.844,-893696.4992
6010202,1500657.388,-939966.4702,1500657.388,-939966.4702
6010203,1520128.409,-915888.4309,1520128.409,-915888.4309
6010204,1444730.621,-922794.0172,1444730.621,-922794.0172
6010205,1535943.828,-762183.6991,1535943.828,-762183.6991
6010206,1487524.183,-780354.5167,1487524.183,-780354.5167
6010207,1426108.358,-858827.7473,1426108.358,-858827.7473
6010208,1368981.553,-872257.6914,1368981.553,-872257.6914
6020001,1350044.392,-977676.0546,1350044.392,-977676.0546
6020002,1430991.999,-960686.5216,1430991.999,-960686.5216
6020003,1430989.239,-989771.4341,1430989.239,-989771.4341
6020004,1325891.524,-953679.9957,1325891.524,-953679.9957
6030001,1287828.131,-1040479.152,1287828.131,-1040479.152
6030002,1219986.614,-1050421.661,1219986.614,-1050421.661
6030003,1243483.72,-985735.9945,1243483.72,-985735.9945
6030004,1178003.061,-1006228.356,1178003.061,-1006228.356
6030005,1126861.385,-1044192.315,1126861.385,-1044192.315
6030006,1110994.172,-1085663.343,1110994.172,-1085663.343
6040001,1078652.805,-989115.2711,1078652.805,-989115.2711
6040002,1222962.878,-955296.0204,1222962.878,-955296.0204
6040003,1142824.502,-939175.0514,1142824.502,-939175.0514
6040004,1122304.075,-972120.404,1122304.075,-972120.404
6040005,1070894.911,-893029.5983,1070894.911,-893029.5983
6040006,1033264.66,-838330.4226,1033264.66,-838330.4226
7010101,414465.0649,283073.5985,414465.0649,283073.5985
7010102,426076.5119,252300.3824,426076.5119,252300.3824
7010103,502994.6246,252019.7816,502994.6246,252019.7816
7010104,459535.4419,163276.8104,459535.4419,163276.8104
7010105,444425.7274,209624.0178,444425.7274,209624.0178
7010106,394389.485,202002.9502,394389.485,202002.9502
7010107,367218.9444,171650.6719,367218.9444,171650.6719
7010108,381975.3852,129955.4226,381975.3852,129955.4226
7010201,448426.0314,110574.337,448426.0314,110574.337
7010202,405705.1638,85230.41989,405705.1638,85230.41989
7010203,472570.1102,68083.60758,472570.1102,68083.60758
7010204,434006.9186,41461.41035,434006.9186,41461.41035
7010205,439807.9539,3587.546761,439807.9539,3587.546761
7010206,532102.0013,26092.82388,532102.0013,26092.82388
7010207,500951.0146,111218.2375,500951.0146,111218.2375
7020001,261667.0771,44098.88289,261667.0771,44098.88289
7020002,310854.5119,53349.93019,316216.1432,89757.43296
7020003,291828.1286,-13479.38085,291828.1286,-13479.38085
7020004,351793.893,-16998.71472,351793.893,-16998.71472
7020005,348966.6957,61845.50151,348966.6957,61845.50151
7020006,311913.1471,-80454.5572,335325.7047,-57068.06193
7020007,436434.4246,-58628.21699,436434.4246,-58628.21699
7020008,375577.411,-72662.75305,375577.411,-72662.75305
7020009,465723.6931,-134964.4864,465723.6931,-134964.4864
7020010,427725.3427,-100234.1598,427725.3427,-100234.1598
7020011,500513.2793,-99046.55059,500513.2793,-99046.55059
7020012,485958.05,-24416.09111,485958.05,-24416.09111
7030001,604059.5101,146459.2197,604059.5101,146459.2197
7030002,645384.3306,153957.4392,645384.3306,153957.4392
7030003,548677.5764,174095.8732,548677.5764,174095.8732
7030004,521616.4981,134178.3988,521616.4981,134178.3988
7030005,574880.8605,67389.17132,574880.8605,67389.17132
7040001,585339.4662,-12654.71973,585339.4662,-12654.71973
7040002,541935.1508,-56158.34331,541935.1508,-56158.34331
7040003,656480.6847,-47867.59093,656480.6847,-47867.59093
7040004,589731.2571,-66645.70275,589731.2571,-66645.70275
7040005,691937.5129,-37990.4766,691937.5129,-37990.4766
7040006,721607.2117,-80664.3533,721607.2117,-80664.3533
7040007,739930.1818,-11001.26698,739930.1818,-11001.26698
7040008,640523.3787,-107214.9253,640523.3787,-107214.9253
7050001,691966.5622,127835.5762,691966.5622,127835.5762
7050002,779907.9553,170756.8019,755099.5492,155865.664
7050003,749305.9515,132996.8632,749305.9515,132996.8632
7050004,736153.7371,92813.16202,736153.7371,92813.16202
7050005,670691.8859,25728.12297,670691.8859,25728.12297
7050006,711433.5002,17862.7053,711433.5002,17862.7053
7050007,640218.4223,66781.13606,640218.4223,66781.13606
7060001,710506.4708,-138890.9256,710506.4708,-138890.9256
7060002,655589.5149,-142863.7524,655589.5149,-142863.7524
7060003,752036.7573,-205277.7902,752036.7573,-205277.7902
7060004,671518.7788,-190496.0555,671518.7788,-190496.0555
7060005,800280.5407,-249494.8094,800280.5407,-249494.8094
7060006,738420.8165,-259312.0753,738420.8165,-259312.0753
7070001,813384.821,136125.9909,813384.821,136125.9909
7070002,806248.5371,57753.98975,806248.5371,57753.98975
7070003,804195.9698,-40250.86084,804195.9698,-40250.86084
7070004,800138.6552,-108970.2859,800138.6552,-108970.2859
7070005,796913.6821,-147121.7731,796913.6821,-147121.7731
7070006,748716.3321,-120224.6453,748716.3321,-120224.6453
7080101,780166.55,-338626.7355,780166.55,-338626.7355
7080102,651643.1164,-220927.7309,651643.1164,-220927.7309
7080103,763074.2866,-307479.1769,763074.2866,-307479.1769
7080104,768225.3342,-408940.7557,768225.3342,-408940.7557
7080105,557288.3794,-325785.9581,557288.3794,-325785.9581
7080106,615462.9913,-354539.5015,615462.9913,-354539.5015
7080107,688322.1319,-402735.2112,688322.1319,-402735.2112
7080201,580747.1835,-153712.7664,580747.1835,-153712.7664
7080202,565469.7713,-177417.3772,565469.7713,-177417.3772
7080203,530978.4693,-168106.0314,530978.4693,-168106.0314
7080204,560675.0682,-219591.1812,560675.0682,-219591.1812
7080205,630465.8223,-269930.6612,630465.8223,-269930.6612
7080206,726477.4978,-323908.2395,726477.4978,-323908.2395
7080207,540878.0207,-246550.8714,540878.0207,-246550.8714
7080208,627974.6638,-313083.9002,627974.6638,-313083.9002
7080209,686371.3578,-355658.5248,686371.3578,-355658.5248
7090001,903762.5345,-193310.1799,906556.4982,-152534.5368
7090002,891555.8252,-124725.2751,891555.8252,-124725.2751
7090003,834541.2329,-215525.9901,834541.2329,-215525.9901
7090004,858693.2703,-195092.8856,858693.2703,-195092.8856
7090005,859440.8943,-289078.7596,859440.8943,-289078.7596
7090006,928175.3822,-252228.6145,928175.3822,-252228.6145
7090007,854832.7702,-332605.7435,854832.7702,-332605.7435
7100001,358043.4059,-112934.8031,358043.4059,-112934.8031
7100002,433387.7399,-193815.3223,433387.7399,-193815.3223
7100003,461227.8414,-180849.198,461227.8414,-180849.198
7100004,505653.6029,-329465.6614,483144.2706,-286147.2343
7100005,500552.9975,-229725.59,500552.9975,-229725.59
7100006,444954.0649,-286995.5486,444954.0649,-286995.5486
7100007,453588.9336,-340638.2476,453588.9336,-340638.2476
7100008,527057.0566,-387004.329,527057.0566,-387004.329
7100009,632944.7157,-421037.9388,632944.7157,-421037.9388
7110001,703828.57,-479972.5858,703828.57,-479972.5858
7110002,667071.4504,-484958.2965,667071.4504,-484958.2965
7110003,680299.1749,-514561.0532,680299.1749,-514561.0532
7110004,757258.7054,-562475.0637,757258.7054,-562475.0637
7110005,664868.1428,-538991.9285,664868.1428,-538991.9285
7110006,678132.9845,-589341.1913,678132.9845,-589341.1913
7110007,730491.9772,-576316.0263,730491.9772,-576316.0263
7110008,760172.6978,-618942.7189,760172.6978,-618942.7189
7110009,828989.4819,-630407.8003,828989.4819,-630407.8003
7120001,1077596.255,-322219.4316,1077596.255,-322219.4316
7120002,1042835.239,-388418.6225,1042835.239,-388418.6225
7120003,1021675.624,-285596.8803,1021675.624,-285596.8803
7120004,991727.4312,-270980.4083,991727.4312,-270980.4083
7120005,967147.6338,-348284.0697,967147.6338,-348284.0697
7120006,958215.8878,-199826.3532,958215.8878,-199826.3532
7120007,944829.9975,-302138.6611,944829.9975,-302138.6611
7130001,895863.8172,-364230.0059,895863.8172,-364230.0059
7130002,955904.1135,-389374.6015,955904.1135,-389374.6015
7130003,846068.5612,-456153.1587,846068.5612,-456153.1587
7130004,920365.8873,-427351.7088,920365.8873,-427351.7088
7130005,829489.9132,-413857.6075,829489.9132,-413857.6075
7130006,953749.5255,-488481.5058,953749.5255,-488481.5058
7130007,908095.0952,-546952.7061,908095.0952,-546952.7061
7130008,862889.4,-504903.4599,862889.4,-504903.4599
7130009,920321.3303,-471124.0471,920321.3303,-471124.0471
7130010,779064.9578,-473571.654,779064.9578,-473571.654
7130011,815913.9619,-550124.2541,815913.9619,-550124.2541
7130012,857681.3959,-584349.1579,857681.3959,-584349.1579
7140101,854979.2075,-678324.0551,854979.2075,-678324.0551
7140102,775669.5329,-738719.7302,775669.5329,-738719.7302
7140103,753719.6548,-712514.3793,753719.6548,-712514.3793
7140104,817712.8821,-732438.2873,817712.8821,-732438.2873
7140105,908258.8282,-760178.5474,908258.8282,-760178.5474
7140106,953289.9435,-715868.4616,953289.9435,-715868.4616
7140107,886541.5751,-796707.229,886541.5751,-796707.229
7140108,958073.6307,-795420.037,958073.6307,-795420.037
7140201,972832.4941,-533228.0553,972832.4941,-533228.0553
7140202,943865.2167,-626689.8992,943865.2167,-626689.8992
7140203,909600.9995,-608248.1692,909600.9995,-608248.1692
7140204,889396.6466,-673185.916,889396.6466,-673185.916
8010100,901864.7251,-1014337.11,932326.8173,-942709.1834
8010201,996020.2855,-852869.2011,996020.2855,-852869.2011
8010202,984652.9564,-897106.7317,984652.9564,-897106.7317
8010203,1022668.983,-918767.4654,1022668.983,-918767.4654
8010204,994759.2858,-946986.2231,994759.2858,-946986.2231
8010205,1004917.992,-977078.1177,1004917.992,-977078.1177
8010206,946958.7732,-942266.4592,946958.7732,-942266.4592
8010207,1034716.754,-1049228.738,1034716.754,-1049228.738
8010208,977921.4922,-1002439.483,977921.4922,-1002439.483
8010209,944874.5566,-1018320.524,944874.5566,-1018320.524
8010210,964942.2649,-1045096.32,964942.2649,-1045096.32
8010211,920539.0232,-1054115.543,920539.0232,-1054115.543
8020100,855864.5407,-1135882.452,855864.5407,-1135882.452
8020201,945918.5744,-846690.9361,945918.5744,-846690.9361
8020202,843075.2512,-796136.3973,843075.2512,-796136.3973
8020203,871319.0931,-1048996.128,874027.0483,-983501.7549
8020204,906054.6445,-896592.8844,906054.6445,-896592.8844
8020205,834769.3109,-1037427.725,834769.3109,-1037427.725
8020301,754575.4262,-1070900.005,754575.4262,-1070900.005
8020302,822158.3257,-993287.3523,822158.3257,-993287.3523
8020303,811508.2173,-1135103.828,811508.2173,-1135103.828
8020304,831010.0569,-1101232.607,831010.0569,-1101232.607
8020401,770377.3433,-1152496.512,770377.3433,-1152496.512
8020402,757625.5239,-1119719.865,757625.5239,-1119719.865
8030100,832618.2811,-1274497.349,832618.2811,-1274497.349
8030201,983674.834,-1101945.124,983674.834,-1101945.124
8030202,908925.8841,-1158240.392,908925.8841,-1158240.392
8030203,961047.7925,-1139620.151,961047.7925,-1139620.151
8030204,918541.9116,-1092298.796,918541.9116,-1092298.796
8030205,965424.2053,-1182718.752,965424.2053,-1182718.752
8030206,915251.1906,-1264077.667,915251.1906,-1264077.667
8030207,871461.3474,-1226072.2,871461.3474,-1226072.2
8030208,872163.4723,-1340151.367,872163.4723,-1340151.367
8030209,847529.0068,-1284694.994,847529.0068,-1284694.994
8040101,596736.8818,-1134405.812,596736.8818,-1134405.812
8040102,647108.5353,-1183692.063,647108.5353,-1183692.063
8040103,607992.3991,-1202209.742,607992.3991,-1202209.742
8040201,686503.9611,-1243569.5,686503.9611,-1243569.5
8040202,729648.337,-1299046.778,729648.337,-1299046.778
8040203,685002.7655,-1145211.601,685002.7655,-1145211.601
8040204,741987.5676,-1229080.191,741987.5676,-1229080.191
8040205,772184.2124,-1235961.562,772184.2124,-1235961.562
8040206,684855.5231,-1322003.43,684855.5231,-1322003.43
8040207,740246.9995,-1377188.641,757412.1085,-1391544.629
8040301,766759.7664,-1488651.434,766759.7664,-1488651.434
8040302,728890.2892,-1401393.937,728890.2892,-1401393.937
8040303,693387.2706,-1397070.984,693387.2706,-1397070.984
8040304,741576.5172,-1452209.696,741576.5172,-1452209.696
8040305,784600.349,-1467067.114,784600.349,-1467067.114
8040306,800706.434,-1460483.107,800706.434,-1460483.107
8050001,785008.273,-1323398.596,785008.273,-1323398.596
8050002,816186.4135,-1317184.373,811873.2283,-1282732.569
8050003,823518.1694,-1378995.299,823518.1694,-1378995.299
8060100,844863.8168,-1389631.661,832763.4785,-1425869.213
8060201,975389.2177,-1240713.59,975389.2177,-1240713.59
8060202,910982.107,-1337294.298,910982.107,-1337294.298
8060203,887024.9744,-1405803.668,887024.9744,-1405803.668
8060204,840535.5808,-1436057.333,840535.5808,-1436057.333
8060205,864655.3403,-1457383.374,864655.3403,-1457383.374
8060206,836423.3424,-1492742.541,836423.3424,-1492742.541
8070100,848378.1844,-1566594.293,848378.1844,-1566594.293
8070201,836525.3289,-1524827.838,836525.3289,-1524827.838
8070202,877947.6515,-1532025.778,877947.6515,-1532025.778
8070203,906319.2429,-1542650.998,906319.2429,-1542650.998
8070204,910004.3481,-1592811.977,910004.3481,-1592811.977
8070205,922997.0806,-1519683.354,922997.0806,-1519683.354
8070300,834588.5593,-1577327.584,834588.5593,-1577327.584
8080101,818326.8365,-1592937.792,818326.8365,-1592937.792
8080102,763924.8311,-1554095.473,763924.8311,-1554095.473
8080103,783287.1445,-1631232.697,783287.1445,-1631232.697
8080201,732330.6972,-1577705.772,732330.6972,-1577705.772
8080202,719107.7678,-1643237.855,719107.7678,-1643237.855
8080203,681921.0666,-1591474.431,681886.4271,-1552945.747
8080204,671332.9875,-1540871.817,671332.9875,-1540871.817
8080205,638509.1563,-1587310.819,638509.1563,-1587310.819
8080206,645261.6307,-1640310.019,645261.6307,-1640310.019
8090100,1061619.864,-1698686.234,1029557.667,-1672462.999
8090201,964142.253,-1555078.287,964142.253,-1555078.287
8090202,960110.7934,-1590866.516,960110.7934,-1590866.516
8090203,1002409.74,-1622661.118,1002409.74,-1622661.118
8090301,950747.8744,-1649269.401,950747.8744,-1649269.401
8090302,897056.8189,-1670797.536,897056.8189,-1670797.536
9010001,-201822.3263,425760.4756,-172248.5003,405834.588
9010002,-152525.9382,406898.4354,-152525.9382,406898.4354
9010003,-46489.29031,330622.6143,-53121.62976,379504.325
9010004,-3877.62868,401565.0696,-3877.62868,401565.0696
9010005,-85798.13819,393196.1222,-85798.13819,393196.1222
9020101,262885.4572,109997.8352,262885.4572,109997.8352
9020102,291945.7352,92716.72384,291945.7352,92716.72384
9020103,320080.202,182459.8244,320080.202,182459.8244
9020104,256710.0504,185874.6918,256710.0504,185874.6918
9020105,207698.6517,134226.3454,207698.6517,134226.3454
9020106,282353.1237,208003.0908,282353.1237,208003.0908
9020107,231416.2593,258940.1983,231416.2593,258940.1983
9020108,302177.9172,256487.0315,302177.9172,256487.0315
9020109,180090.0498,292937.0008,180090.0498,292937.0008
9020201,79269.62568,371144.7303,79269.62568,371144.7303
9020202,8012.624161,320197.9892,8012.624161,320197.9892
9020203,123924.2648,283047.1457,123924.2648,283047.1457
9020204,145060.8393,206044.4309,178660.9706,196851.1069
9020205,187382.2669,211014.9914,187382.2669,211014.9914
9020301,248238.4574,297891.3584,248238.4574,297891.3584
9020302,391599.4682,347352.0838,391599.4682,347352.0838
9020303,289685.471,334766.2162,289685.471,334766.2162
9020304,319434.0385,379932.1031,319434.0385,379932.1031
9020305,324681.7255,313493.9654,324681.7255,313493.9654
9020306,234250.5996,342721.6577,234250.5996,342721.6577
9020307,184513.8877,337098.843,184513.8877,337098.843
9020308,168744.085,362081.0175,168744.085,362081.0175
9020309,252594.5739,368976.6664,252594.5739,368976.6664
9020310,166158.7844,394344.7937,166158.7844,394344.7937
9020311,225087.7418,409675.393,225087.7418,409675.393
9020312,257299.2908,424023.2793,257299.2908,424023.2793
9020313,112815.8172,430576.6659,112815.8172,430576.6659
9020314,309154.4892,429619.1189,309154.4892,429619.1189
9030001,629935.8065,358948.9103,629935.8065,358948.9103
9030002,560414.2849,356156.3483,560414.2849,356156.3483
9030003,518586.5031,403768.788,518586.5031,403768.788
9030004,442778.4176,403412.4512,442778.4176,403412.4512
9030005,515719.8455,350447.5705,515719.8455,350447.5705
9030006,460583.1144,341719.4798,460583.1144,341719.4798
9030007,393915.9119,398233.7939,393915.9119,398233.7939
9030008,386439.9178,419644.3697,386439.9178,419644.3697
9030009,362448.6984,449070.9708,362448.6984,449070.9708
10010001,-1011185.682,524584.0984,-1011185.682,524584.0984
10010002,-988139.9022,508308.1574,-988139.9022,508308.1574
10020001,-998622.4105,50933.68345,-998622.4105,50933.68345
10020002,-992232.1532,96950.52603,-992232.1532,96950.52603
10020003,-947493.2766,90925.40914,-947493.2766,90925.40914
10020004,-1023618.457,153260.4138,-1023618.457,153260.4138
10020005,-932946.0494,159328.1057,-932946.0494,159328.1057
10020006,-935108.8047,201838.0556,-935108.8047,201838.0556
10020007,-913708.8507,93566.9725,-894712.676,63505.28899
10020008,-870308.0439,114613.7032,-870308.0439,114613.7032
10030101,-892376.446,229432.7254,-892376.446,229432.7254
10030102,-860487.0954,331635.359,-860487.0954,331635.359
10030103,-848647.3286,262403.3483,-848647.3286,262403.3483
10030104,-926511.8589,358463.8531,-926511.8589,358463.8531
10030105,-816622.078,300525.7264,-816622.078,300525.7264
10030201,-947082.9497,445211.8936,-947082.9497,445211.8936
10030202,-933466.8658,483828.017,-933466.8658,483828.017
10030203,-846170.9437,431930.3879,-846170.9437,431930.3879
10030204,-843848.5067,466573.0206,-843848.5067,466573.0206
10030205,-886628.8891,387205.6676,-886628.8891,387205.6676
10040101,-723934.6026,361785.3733,-723934.6026,361785.3733
10040102,-770127.6215,323234.4107,-770127.6215,323234.4107
10040103,-747044.495,277200.1982,-747044.495,277200.1982
10040104,-573222.7685,325639.2448,-573222.7685,325639.2448
10040105,-525396.3433,277822.9406,-525396.3433,277822.9406
10040106,-488130.166,244257.4698,-488130.166,244257.4698
10040201,-736744.8251,201606.3575,-736744.8251,201606.3575
10040202,-624540.0245,213109.689,-624540.0245,213109.689
10040203,-658125.4119,243916.5601,-658125.4119,243916.5601
10040204,-664863.3805,272619.1992,-664863.3805,272619.1992
10040205,-607712.7841,280408.1723,-607712.7841,280408.1723
10050001,-952845.0909,506987.008,-952845.0909,506987.008
10050002,-742653.4365,458027.9102,-793790.0982,484224.8641
10050003,-732036.1321,484912.7537,-732036.1321,484912.7537
10050004,-649402.4776,426610.5095,-649402.4776,426610.5095
10050005,-747422.178,412355.8212,-747422.178,412355.8212
10050006,-777531.552,462549.7079,-777531.552,462549.7079
10050007,-700622.5003,471388.2617,-700622.5003,471388.2617
10050008,-674460.1919,468153.9749,-674460.1919,468153.9749
10050009,-647836.3371,389812.2694,-647836.3371,389812.2694
10050010,-614509.6349,454369.8701,-614509.6349,454369.8701
10050011,-564948.1348,455704.2506,-564948.1348,455704.2506
10050012,-509492.2154,382328.4005,-509492.2154,382328.4005
10050013,-535188.5283,443691.5653,-535188.5283,443691.5653
10050014,-575451.0051,376389.6577,-575451.0051,376389.6577
10050015,-507303.5219,442858.2197,-507303.5219,442858.2197
10050016,-471376.9292,414496.6181,-471376.9292,414496.6181
10060001,-435318.2597,360948.2366,-435318.2597,360948.2366
10060002,-407672.4734,298594.7425,-407672.4734,298594.7425
10060003,-400162.192,417362.7791,-400162.192,417362.7791
10060004,-437799.5449,430175.5497,-437799.5449,430175.5497
10060005,-337208.712,350063.7654,-337208.712,350063.7654
10060006,-342799.1787,409435.1192,-342799.1787,409435.1192
10060007,-295635.48,430337.0452,-295635.48,430337.0452
10070001,-813584.5327,14969.50637,-813584.5327,14969.50637
10070002,-802321.9818,119078.1508,-802321.9818,119078.1508
10070003,-820598.1309,162663.0014,-820598.1309,162663.0014
10070004,-706875.7985,126247.7286,-706875.7985,126247.7286
10070005,-759526.8413,86324.15426,-759526.8413,86324.15426
10070006,-727377.2791,48602.20905,-727377.2791,48602.20905
10070007,-634552.4491,147122.6367,-634552.4491,147122.6367
10070008,-655155.3662,93159.90482,-655155.3662,93159.90482
10080001,-752106.4,-133252.9362,-752106.4,-133252.9362
10080002,-735394.9814,-178913.6635,-713684.7806,-195984.7807
10080003,-717356.1602,-212211.3052,-717356.1602,-212211.3052
10080004,-642733.9485,-200145.5159,-642733.9485,-200145.5159
10080005,-671026.684,-156778.1037,-671026.684,-156778.1037
10080006,-618286.951,-156271.3318,-618286.951,-156271.3318
10080007,-667803.1018,-89540.54127,-667803.1018,-89540.54127
10080008,-596226.6425,-81821.26791,-596226.6425,-81821.26791
10080009,-716960.3067,-55177.37187,-716960.3067,-55177.37187
10080010,-631098.4489,10501.44447,-631098.4489,10501.44447
10080011,-689153.9797,-25178.50179,-689153.9797,-25178.50179
10080012,-772152.1078,-12351.83667,-772152.1078,-12351.83667
10080013,-761139.9871,-46676.38621,-761139.9871,-46676.38621
10080014,-688725.5166,11670.3837,-688725.5166,11670.3837
10080015,-597517.8081,96882.49333,-597517.8081,96882.49333
10080016,-586108.2704,50511.71746,-586108.2704,50511.71746
10090101,-543167.4165,14744.25436,-543167.4165,14744.25436
10090102,-467179.4196,97327.99235,-467179.4196,97327.99235
10090201,-558751.6446,-119583.1402,-558751.6446,-119583.1402
